age,income,engagement_score,visits_per_month,time_on_site,interaction_rate,location,device_type,membership,target
35.0,20000.0,80.82,4.0,0.5,0.0,Suburban,Mobile,Silver,no
45.0,20000.0,6.72,4.0,2.91,0.63,Urban,Mobile,Silver,no
18.0,76353.0,73.91,4.0,11.79,0.37,Rural,Tablet,Free,no
31.0,102502.0,35.51,6.0,2.04,0.99,Urban,Mobile,Silver,no
22.0,78732.0,49.15,5.0,0.5,0.39,Suburban,Mobile,Free,no
38.0,20000.0,40.23,6.0,0.5,0.0,Urban,Mobile,Free,no
18.0,52900.0,59.31,6.0,14.39,0.58,Suburban,Desktop,Silver,no
20.0,53179.0,38.81,1.0,0.5,0.17,Urban,Mobile,Platinum,no
18.0,101110.0,44.23,2.0,0.5,0.78,Urban,Desktop,Silver,no
48.0,76065.0,39.42,5.0,6.48,0.72,Urban,Mobile,Silver,no
20.0,115780.0,46.58,6.0,3.63,1.0,Suburban,Mobile,Free,no
18.0,20000.0,18.82,9.0,3.8,0.49,Urban,Desktop,Free,no
20.0,20000.0,36.09,6.0,0.5,0.0,Urban,Tablet,Free,no
70.0,102066.0,100.0,3.0,22.52,0.0,Suburban,Desktop,Free,yes
44.0,41332.0,0.0,7.0,3.72,1.0,Suburban,Desktop,Silver,yes
40.0,24868.0,0.0,8.0,1.0,1.0,Urban,Tablet,Silver,yes
22.0,96889.0,39.38,5.0,0.5,0.75,Rural,Mobile,Silver,no
62.0,101914.0,100.0,5.0,19.0,0.03,Suburban,Mobile,Silver,yes
18.0,20000.0,27.37,4.0,1.26,0.22,Suburban,Tablet,Free,no
46.0,37726.0,76.78,7.0,0.87,0.0,Urban,Desktop,Gold,no
18.0,147741.0,28.38,6.0,8.93,1.0,Rural,Mobile,Free,no
32.0,44920.0,58.64,7.0,0.5,0.0,Urban,Mobile,Silver,no
18.0,122000.0,30.37,5.0,5.97,1.0,Suburban,Desktop,Silver,no
20.0,20000.0,0.0,8.0,0.5,0.7,Suburban,Mobile,Free,yes
21.0,20000.0,30.42,3.0,0.5,0.0,Suburban,Mobile,Silver,no
37.0,98105.0,80.54,9.0,13.56,0.41,Urban,Desktop,Silver,no
59.0,54995.0,70.01,1.0,6.07,0.0,Urban,Mobile,Silver,yes
42.0,59324.0,34.8,8.0,0.5,0.37,Suburban,Mobile,Free,no
18.0,20000.0,0.0,5.0,0.5,0.74,Suburban,Tablet,Free,yes
18.0,20000.0,12.78,5.0,0.5,0.23,Suburban,Desktop,Free,no
35.0,20000.0,0.0,3.0,0.67,1.0,Urban,Mobile,Free,yes
29.0,26829.0,52.7,9.0,0.5,0.0,Urban,Tablet,Silver,no
70.0,100127.0,77.02,7.0,9.88,0.22,Suburban,Mobile,Silver,yes
40.0,120004.0,48.57,9.0,6.35,1.0,Urban,Desktop,Silver,no
18.0,48400.0,43.92,4.0,0.5,0.18,Urban,Mobile,Silver,yes
30.0,98322.0,50.23,3.0,2.25,0.66,Rural,Mobile,Silver,no
39.0,59189.0,46.67,2.0,0.5,0.07,Urban,Mobile,Silver,no
50.0,64684.0,16.41,7.0,3.49,0.95,Suburban,Mobile,Gold,no
56.0,61929.0,100.0,9.0,30.41,0.0,Suburban,Mobile,Gold,yes
26.0,20000.0,5.79,5.0,1.12,0.5,Rural,Mobile,Free,no
18.0,24752.0,53.58,4.0,3.18,0.0,Urban,Desktop,Silver,no
25.0,65856.0,48.62,5.0,0.5,0.11,Urban,Mobile,Free,no
18.0,115285.0,29.65,6.0,5.17,1.0,Urban,Desktop,Gold,no
18.0,20000.0,0.0,7.0,10.45,1.0,Suburban,Mobile,Silver,yes
21.0,20000.0,23.57,6.0,0.5,0.12,Urban,Tablet,Free,no
49.0,83543.0,100.0,7.0,19.22,0.0,Urban,Mobile,Silver,yes
18.0,20000.0,0.0,3.0,5.78,1.0,Rural,Mobile,Free,yes
43.0,92141.0,47.0,5.0,0.61,0.55,Suburban,Mobile,Gold,no
24.0,40062.0,86.39,3.0,2.95,0.0,Rural,Desktop,Gold,no
52.0,155813.0,100.0,4.0,26.72,0.46,Urban,Desktop,Gold,yes
40.0,97609.0,50.8,4.0,2.82,0.62,Suburban,Desktop,Free,no
35.0,129690.0,85.52,3.0,12.7,0.6,Rural,Mobile,Free,yes
18.0,20000.0,26.99,5.0,4.35,0.46,Suburban,Mobile,Free,no
34.0,53695.0,84.57,7.0,6.15,0.0,Suburban,Mobile,Free,no
50.0,92260.0,73.69,6.0,7.86,0.23,Urban,Desktop,Platinum,yes
27.0,147293.0,74.37,6.0,9.18,0.92,Urban,Tablet,Silver,yes
25.0,116262.0,42.38,5.0,4.04,1.0,Rural,Tablet,Free,no
36.0,20000.0,0.0,9.0,5.42,1.0,Urban,Mobile,Free,yes
34.0,117796.0,40.92,9.0,9.5,1.0,Suburban,Mobile,Silver,no
18.0,83910.0,42.44,6.0,0.5,0.67,Urban,Desktop,Gold,no
18.0,125903.0,42.8,3.0,2.9,1.0,Suburban,Mobile,Silver,no
30.0,129971.0,83.84,2.0,12.51,0.66,Suburban,Mobile,Free,yes
19.0,21843.0,57.6,6.0,2.31,0.0,Suburban,Desktop,Free,no
22.0,124684.0,34.31,7.0,6.55,1.0,Rural,Desktop,Free,no
34.0,165550.0,100.0,5.0,36.14,0.39,Rural,Mobile,Gold,yes
18.0,20000.0,10.11,7.0,0.5,0.51,Suburban,Desktop,Gold,yes
23.0,92211.0,32.58,3.0,4.32,1.0,Urban,Mobile,Silver,no
27.0,24499.0,43.86,8.0,1.45,0.03,Suburban,Tablet,Silver,no
41.0,64211.0,65.73,8.0,6.53,0.1,Suburban,Desktop,Free,no
39.0,105664.0,35.67,2.0,6.94,1.0,Suburban,Mobile,Gold,no
38.0,49218.0,66.62,5.0,6.63,0.0,Urban,Desktop,Gold,no
50.0,104937.0,100.0,4.0,27.39,0.0,Suburban,Mobile,Free,yes
22.0,96360.0,14.66,8.0,5.38,1.0,Rural,Desktop,Free,no
18.0,148197.0,37.42,7.0,8.45,1.0,Urban,Desktop,Silver,no
30.0,118861.0,100.0,3.0,17.29,0.04,Suburban,Desktop,Free,no
42.0,50979.0,0.0,6.0,0.5,0.65,Urban,Mobile,Free,yes
24.0,40989.0,33.98,6.0,0.5,0.07,Rural,Mobile,Silver,no
22.0,20000.0,44.39,5.0,0.5,0.0,Urban,Mobile,Free,no
32.0,20000.0,21.85,6.0,0.5,0.0,Suburban,Mobile,Silver,no
42.0,141329.0,100.0,4.0,22.81,0.46,Urban,Mobile,Gold,yes
32.0,20000.0,17.26,4.0,0.5,0.0,Suburban,Desktop,Free,no
18.0,52830.0,10.58,5.0,0.5,0.91,Urban,Mobile,Free,no
27.0,86053.0,45.47,5.0,0.5,0.59,Urban,Mobile,Free,no
18.0,96649.0,88.18,5.0,19.16,0.58,Suburban,Tablet,Free,no
24.0,20000.0,19.15,5.0,0.5,0.0,Urban,Mobile,Silver,no
29.0,143034.0,47.42,5.0,9.98,1.0,Rural,Mobile,Gold,no
18.0,22835.0,35.52,2.0,2.17,0.25,Suburban,Mobile,Free,no
48.0,113960.0,100.0,2.0,23.6,0.09,Rural,Mobile,Silver,yes
37.0,85579.0,27.89,9.0,4.01,1.0,Suburban,Mobile,Silver,no
30.0,50911.0,30.27,8.0,1.46,0.56,Urban,Mobile,Gold,yes
25.0,36336.0,56.0,6.0,6.26,0.08,Rural,Desktop,Free,no
30.0,113545.0,36.43,8.0,6.87,1.0,Urban,Mobile,Silver,no
24.0,64286.0,40.19,7.0,0.5,0.28,Rural,Mobile,Silver,no
18.0,96441.0,33.0,4.0,0.5,0.94,Suburban,Mobile,Free,no
43.0,147923.0,100.0,5.0,26.62,0.4,Rural,Desktop,Free,yes
18.0,20000.0,16.45,1.0,1.74,0.42,Urban,Desktop,Free,no
29.0,27386.0,9.77,5.0,17.67,1.0,Suburban,Mobile,Free,yes
18.0,20000.0,27.17,5.0,0.5,0.15,Urban,Desktop,Silver,yes
47.0,128555.0,45.84,5.0,10.8,1.0,Urban,Mobile,Free,no
39.0,100539.0,39.46,3.0,4.51,0.94,Suburban,Desktop,Free,no
27.0,38482.0,60.69,5.0,5.22,0.0,Urban,Desktop,Free,no
18.0,20000.0,7.52,5.0,1.45,0.68,Suburban,Mobile,Silver,yes
18.0,90814.0,50.22,3.0,0.5,0.53,Rural,Mobile,Free,no
70.0,118260.0,85.64,9.0,12.84,0.33,Suburban,Desktop,Silver,yes
31.0,39823.0,43.74,5.0,5.79,0.32,Suburban,Mobile,Free,no
34.0,39453.0,9.45,7.0,11.21,1.0,Urban,Desktop,Free,yes
41.0,116096.0,100.0,4.0,20.54,0.24,Rural,Desktop,Silver,yes
37.0,20000.0,23.72,4.0,0.5,0.17,Suburban,Desktop,Platinum,no
68.0,73058.0,66.8,8.0,5.79,0.03,Urban,Desktop,Silver,yes
18.0,108515.0,41.69,4.0,0.5,0.93,Rural,Tablet,Free,no
46.0,24631.0,47.3,0.0,0.5,0.0,Suburban,Mobile,Gold,no
23.0,20000.0,0.85,10.0,0.5,0.23,Urban,Mobile,Free,no
24.0,111843.0,38.91,5.0,6.36,1.0,Rural,Mobile,Free,no
31.0,86581.0,42.0,4.0,0.5,0.61,Urban,Mobile,Silver,no
18.0,20000.0,20.36,2.0,0.62,0.15,Urban,Mobile,Free,no
18.0,148455.0,32.97,2.0,11.55,1.0,Rural,Desktop,Silver,no
34.0,127152.0,50.06,5.0,7.55,1.0,Rural,Tablet,Free,no
35.0,90323.0,40.42,6.0,0.87,0.71,Suburban,Desktop,Silver,no
35.0,86772.0,21.96,8.0,2.61,1.0,Suburban,Mobile,Platinum,no
40.0,29896.0,0.0,8.0,9.73,1.0,Suburban,Mobile,Silver,yes
41.0,85695.0,54.88,8.0,0.92,0.35,Urban,Desktop,Free,no
34.0,62367.0,24.12,1.0,7.15,0.97,Suburban,Desktop,Silver,yes
58.0,41487.0,77.24,3.0,0.5,0.0,Urban,Desktop,Free,no
32.0,20000.0,21.93,5.0,0.69,0.22,Urban,Tablet,Free,no
62.0,128090.0,100.0,1.0,25.34,0.14,Urban,Desktop,Free,yes
24.0,20000.0,0.0,-0.0,0.5,0.19,Suburban,Desktop,Gold,no
39.0,145255.0,100.0,5.0,18.74,0.61,Urban,Mobile,Free,yes
61.0,73875.0,72.0,5.0,7.56,0.02,Urban,Desktop,Free,yes
45.0,20000.0,35.63,2.0,0.5,0.0,Rural,Mobile,Silver,no
20.0,20000.0,65.99,6.0,0.5,0.0,Suburban,Tablet,Free,no
50.0,20000.0,79.4,6.0,0.5,0.0,Suburban,Tablet,Free,no
18.0,133628.0,26.27,3.0,10.13,1.0,Rural,Mobile,Free,no
28.0,87022.0,31.98,10.0,0.5,0.85,Suburban,Desktop,Free,no
31.0,57432.0,90.05,6.0,4.92,0.0,Urban,Desktop,Gold,no
70.0,89382.0,53.37,2.0,1.83,0.31,Suburban,Mobile,Silver,yes
33.0,20000.0,24.25,4.0,1.03,0.33,Suburban,Mobile,Gold,no
58.0,118115.0,100.0,6.0,26.03,0.04,Suburban,Desktop,Silver,yes
59.0,96231.0,100.0,6.0,17.77,0.01,Urban,Desktop,Gold,yes
42.0,75794.0,34.27,5.0,1.78,0.69,Rural,Mobile,Free,no
29.0,20000.0,26.41,3.0,0.5,0.0,Suburban,Mobile,Silver,no
29.0,103286.0,51.23,7.0,4.38,0.77,Urban,Desktop,Platinum,no
18.0,20000.0,0.0,5.0,23.5,1.0,Suburban,Mobile,Gold,yes
37.0,94049.0,66.24,5.0,0.5,0.13,Suburban,Desktop,Gold,no
18.0,103133.0,30.95,5.0,3.32,1.0,Suburban,Mobile,Free,no
32.0,96748.0,38.05,4.0,3.14,0.91,Suburban,Mobile,Free,no
19.0,126926.0,44.38,4.0,7.32,1.0,Suburban,Tablet,Platinum,no
21.0,20000.0,0.0,3.0,1.75,0.96,Urban,Tablet,Free,yes
57.0,123840.0,66.04,2.0,6.4,0.62,Urban,Mobile,Gold,yes
27.0,101945.0,47.44,4.0,3.45,0.81,Suburban,Desktop,Silver,no
39.0,144361.0,99.34,8.0,17.7,0.63,Suburban,Desktop,Gold,yes
19.0,105682.0,29.72,1.0,2.18,1.0,Urban,Mobile,Silver,no
24.0,20000.0,59.74,6.0,0.5,0.0,Suburban,Mobile,Free,no
18.0,20000.0,12.49,4.0,8.02,0.83,Rural,Desktop,Free,yes
70.0,123336.0,100.0,7.0,25.46,0.06,Rural,Mobile,Free,yes
35.0,106895.0,83.64,4.0,11.73,0.38,Rural,Mobile,Free,yes
18.0,134300.0,29.78,4.0,11.17,1.0,Urban,Mobile,Gold,no
28.0,122903.0,74.82,4.0,9.13,0.66,Suburban,Tablet,Free,yes
27.0,45327.0,50.45,4.0,5.01,0.23,Rural,Mobile,Gold,no
32.0,58247.0,58.24,3.0,7.6,0.27,Urban,Mobile,Silver,no
26.0,20000.0,11.12,3.0,0.5,0.0,Urban,Desktop,Silver,no
47.0,113817.0,96.73,8.0,16.35,0.29,Suburban,Mobile,Free,yes
24.0,69356.0,22.02,10.0,0.5,0.82,Urban,Mobile,Silver,no
25.0,31740.0,36.14,3.0,5.81,0.42,Rural,Mobile,Free,no
18.0,79140.0,69.32,5.0,14.32,0.55,Urban,Tablet,Free,no
24.0,112547.0,36.82,4.0,3.43,1.0,Suburban,Tablet,Free,no
45.0,22775.0,56.68,7.0,0.5,0.0,Rural,Desktop,Free,no
19.0,77196.0,27.06,4.0,0.91,0.91,Urban,Tablet,Gold,no
28.0,92538.0,45.24,7.0,3.74,0.76,Urban,Mobile,Free,no
18.0,113523.0,45.69,6.0,1.78,0.96,Suburban,Mobile,Silver,no
22.0,134765.0,38.38,2.0,8.92,1.0,Urban,Mobile,Free,no
48.0,61454.0,40.15,5.0,0.5,0.34,Suburban,Tablet,Platinum,no
18.0,22305.0,44.1,3.0,4.13,0.14,Suburban,Mobile,Silver,no
63.0,127691.0,100.0,5.0,25.73,0.12,Urban,Desktop,Free,yes
18.0,38519.0,69.81,6.0,5.16,0.0,Suburban,Mobile,Silver,no
28.0,53624.0,77.35,6.0,6.97,0.0,Rural,Tablet,Free,no
29.0,35189.0,44.49,3.0,5.04,0.24,Urban,Mobile,Silver,no
45.0,92069.0,35.31,5.0,3.35,0.87,Urban,Desktop,Free,no
18.0,60407.0,39.79,6.0,0.5,0.4,Urban,Mobile,Free,yes
18.0,20000.0,40.69,1.0,0.5,0.0,Suburban,Mobile,Free,no
35.0,20000.0,38.45,8.0,0.5,0.0,Suburban,Mobile,Gold,no
45.0,86427.0,33.43,9.0,6.03,0.94,Urban,Mobile,Free,no
23.0,61598.0,27.53,9.0,0.5,0.63,Suburban,Desktop,Silver,no
33.0,25309.0,74.32,5.0,1.44,0.0,Suburban,Desktop,Platinum,no
18.0,20000.0,38.97,7.0,1.93,-0.0,Suburban,Mobile,Free,no
18.0,20000.0,0.0,3.0,6.4,1.0,Urban,Desktop,Silver,yes
20.0,20000.0,30.81,9.0,0.5,0.0,Urban,Mobile,Silver,no
70.0,30835.0,100.0,6.0,16.88,0.0,Urban,Tablet,Silver,yes
30.0,32975.0,19.65,7.0,0.5,0.24,Urban,Mobile,Free,no
39.0,99281.0,81.95,4.0,11.12,0.3,Urban,Mobile,Free,yes
58.0,57173.0,95.45,5.0,14.99,0.0,Urban,Desktop,Gold,yes
59.0,119986.0,73.3,9.0,8.82,0.51,Urban,Mobile,Silver,yes
26.0,49101.0,78.23,2.0,5.61,0.0,Suburban,Tablet,Free,no
49.0,28022.0,0.0,3.0,0.5,1.0,Urban,Desktop,Gold,yes
49.0,129925.0,38.52,4.0,13.84,1.0,Urban,Mobile,Silver,no
45.0,111392.0,34.42,9.0,10.43,1.0,Urban,Mobile,Free,no
37.0,20000.0,9.51,4.0,0.5,0.18,Rural,Desktop,Free,no
18.0,112510.0,39.7,9.0,4.08,1.0,Urban,Desktop,Free,no
33.0,34001.0,32.69,4.0,6.93,0.51,Urban,Desktop,Gold,no
32.0,27212.0,63.65,5.0,2.16,0.0,Urban,Desktop,Free,no
70.0,98712.0,100.0,7.0,19.62,0.0,Suburban,Desktop,Free,yes
34.0,37565.0,33.39,6.0,4.01,0.43,Urban,Desktop,Free,no
69.0,103385.0,83.91,7.0,12.07,0.2,Rural,Desktop,Free,yes
42.0,41184.0,0.0,8.0,10.34,1.0,Suburban,Mobile,Free,yes
40.0,118886.0,42.08,4.0,7.92,1.0,Suburban,Mobile,Free,no
44.0,57332.0,62.3,5.0,5.46,0.05,Urban,Desktop,Silver,no
18.0,81679.0,27.66,7.0,0.5,0.77,Suburban,Mobile,Gold,no
35.0,50279.0,48.96,3.0,6.45,0.32,Urban,Desktop,Free,no
26.0,31764.0,5.86,7.0,0.5,0.55,Rural,Mobile,Gold,yes
30.0,42813.0,5.16,5.0,8.53,1.0,Rural,Tablet,Gold,yes
18.0,112615.0,40.6,3.0,5.33,1.0,Urban,Desktop,Gold,no
66.0,95477.0,77.96,8.0,9.81,0.17,Rural,Desktop,Silver,yes
26.0,20000.0,0.0,5.0,0.5,0.0,Urban,Mobile,Silver,no
68.0,83140.0,100.0,3.0,21.35,0.0,Urban,Mobile,Silver,yes
27.0,51279.0,85.1,4.0,5.33,0.0,Urban,Desktop,Silver,no
18.0,85688.0,67.46,2.0,17.15,0.76,Urban,Mobile,Silver,no
18.0,47284.0,68.29,8.0,8.11,0.07,Rural,Mobile,Silver,no
34.0,114076.0,45.09,8.0,6.67,1.0,Suburban,Mobile,Free,no
27.0,42612.0,95.55,6.0,0.87,0.0,Suburban,Desktop,Free,no
21.0,20000.0,0.0,4.0,5.26,1.0,Rural,Desktop,Platinum,yes
24.0,106099.0,29.41,5.0,4.79,1.0,Suburban,Mobile,Free,no
34.0,117175.0,26.25,6.0,7.21,1.0,Suburban,Desktop,Free,no
18.0,20000.0,9.11,5.0,6.14,0.88,Urban,Tablet,Free,yes
34.0,91918.0,100.0,8.0,11.86,0.0,Suburban,Mobile,Free,no
60.0,105048.0,68.84,2.0,7.14,0.39,Urban,Mobile,Gold,yes
33.0,50081.0,17.98,5.0,12.71,1.0,Urban,Mobile,Gold,yes
24.0,42784.0,60.39,3.0,5.99,0.05,Urban,Mobile,Silver,no
25.0,20000.0,3.05,6.0,0.5,0.1,Urban,Desktop,Silver,no
21.0,20000.0,0.0,1.0,0.5,1.0,Urban,Desktop,Free,yes
32.0,105455.0,28.77,1.0,4.82,1.0,Suburban,Desktop,Free,no
43.0,138665.0,36.29,3.0,12.23,1.0,Urban,Desktop,Gold,no
20.0,54572.0,79.07,6.0,9.06,0.0,Rural,Mobile,Free,no
34.0,69853.0,47.26,6.0,0.5,0.29,Suburban,Mobile,Free,no
62.0,85610.0,80.22,2.0,10.68,0.08,Urban,Tablet,Silver,yes
18.0,56089.0,70.2,9.0,8.86,0.15,Urban,Mobile,Free,no
38.0,127438.0,42.44,8.0,7.92,1.0,Suburban,Tablet,Silver,no
29.0,34410.0,46.32,5.0,4.29,0.17,Urban,Mobile,Free,no
27.0,101460.0,49.16,4.0,0.5,0.57,Suburban,Mobile,Free,no
43.0,89746.0,42.06,4.0,2.57,0.69,Urban,Desktop,Gold,no
19.0,41159.0,50.46,5.0,6.83,0.29,Urban,Desktop,Free,no
29.0,67717.0,38.05,4.0,0.5,0.41,Urban,Desktop,Silver,no
53.0,79609.0,100.0,6.0,19.07,0.0,Suburban,Mobile,Silver,yes
27.0,103323.0,38.2,4.0,1.54,0.94,Suburban,Mobile,Free,no
41.0,106661.0,48.03,7.0,6.1,0.87,Suburban,Tablet,Silver,no
22.0,51689.0,91.68,5.0,4.91,0.0,Suburban,Desktop,Gold,no
18.0,88327.0,20.96,5.0,0.57,1.0,Urban,Mobile,Free,no
50.0,148055.0,100.0,7.0,22.26,0.49,Rural,Tablet,Gold,yes
21.0,102498.0,29.51,6.0,4.0,1.0,Suburban,Mobile,Silver,no
35.0,85505.0,30.39,8.0,1.94,0.89,Rural,Mobile,Platinum,no
19.0,74430.0,44.88,4.0,0.5,0.29,Suburban,Tablet,Free,no
58.0,85165.0,96.16,5.0,15.57,0.0,Rural,Desktop,Gold,yes
22.0,101372.0,32.3,5.0,1.91,1.0,Rural,Mobile,Free,no
18.0,20000.0,0.0,5.0,0.5,1.0,Suburban,Mobile,Free,yes
32.0,45166.0,60.86,2.0,1.42,0.0,Urban,Desktop,Free,no
42.0,44807.0,42.93,5.0,0.5,0.0,Urban,Mobile,Gold,no
43.0,20000.0,56.48,2.0,0.5,0.0,Rural,Desktop,Gold,no
51.0,37752.0,67.79,6.0,5.42,0.0,Suburban,Mobile,Silver,yes
54.0,106769.0,45.73,5.0,7.18,0.9,Suburban,Tablet,Silver,no
18.0,20000.0,9.1,5.0,7.42,0.92,Rural,Mobile,Free,no
18.0,20000.0,3.91,5.0,0.5,0.42,Urban,Mobile,Silver,yes
20.0,97877.0,23.84,11.0,3.4,1.0,Urban,Mobile,Free,no
31.0,37465.0,96.32,6.0,1.71,0.0,Suburban,Mobile,Free,no
27.0,40249.0,50.4,6.0,5.92,0.21,Suburban,Mobile,Free,no
43.0,20000.0,29.62,1.0,0.5,0.0,Urban,Mobile,Free,no
18.0,26004.0,0.0,9.0,8.48,1.0,Suburban,Mobile,Silver,no
18.0,106195.0,43.23,2.0,0.5,0.93,Rural,Mobile,Silver,no
35.0,63820.0,31.42,4.0,1.04,0.62,Urban,Mobile,Free,no
37.0,90934.0,45.74,4.0,2.5,0.65,Urban,Mobile,Silver,no
42.0,42230.0,50.77,3.0,0.5,0.0,Suburban,Mobile,Free,no
41.0,26599.0,0.0,4.0,0.5,1.0,Urban,Desktop,Platinum,yes
18.0,43939.0,47.01,6.0,3.81,0.29,Urban,Mobile,Silver,yes
27.0,147267.0,87.31,3.0,13.52,0.81,Suburban,Mobile,Free,yes
33.0,20000.0,0.0,6.0,0.5,0.42,Suburban,Mobile,Free,no
18.0,20000.0,7.32,9.0,0.5,0.5,Suburban,Mobile,Free,yes
31.0,22725.0,38.54,4.0,1.44,0.1,Suburban,Mobile,Platinum,no
18.0,20000.0,8.37,2.0,0.5,0.14,Urban,Mobile,Free,no
27.0,20000.0,23.59,6.0,2.15,0.35,Urban,Desktop,Free,no
31.0,88224.0,18.31,5.0,3.86,1.0,Rural,Mobile,Free,no
56.0,110491.0,100.0,4.0,18.36,0.18,Urban,Desktop,Silver,yes
35.0,25279.0,35.42,5.0,4.78,0.29,Suburban,Mobile,Silver,no
19.0,139994.0,47.14,6.0,7.03,1.0,Suburban,Mobile,Free,no
18.0,119472.0,20.18,7.0,2.91,1.0,Rural,Desktop,Silver,no
31.0,84703.0,33.39,7.0,0.5,0.77,Suburban,Mobile,Gold,no
26.0,22355.0,39.24,6.0,3.1,0.16,Suburban,Mobile,Free,no
37.0,74701.0,89.07,5.0,9.84,0.0,Suburban,Mobile,Silver,no
52.0,109053.0,93.9,8.0,15.52,0.25,Urban,Mobile,Silver,yes
43.0,72954.0,49.68,5.0,0.5,0.21,Suburban,Desktop,Silver,no
41.0,81676.0,56.01,7.0,2.12,0.32,Suburban,Desktop,Free,yes
36.0,100086.0,42.79,1.0,3.23,0.83,Urban,Desktop,Silver,no
48.0,133229.0,100.0,4.0,29.05,0.19,Rural,Desktop,Gold,yes
39.0,108848.0,44.15,6.0,7.37,1.0,Suburban,Mobile,Silver,no
19.0,20000.0,28.18,5.0,0.5,0.07,Urban,Mobile,Silver,no
28.0,48739.0,62.12,7.0,2.99,0.0,Urban,Mobile,Silver,no
29.0,85803.0,26.54,7.0,1.05,0.97,Suburban,Tablet,Free,no
37.0,60101.0,90.04,3.0,7.11,0.0,Suburban,Desktop,Free,no
18.0,102583.0,31.93,6.0,2.27,1.0,Suburban,Tablet,Free,no
41.0,120607.0,88.89,-0.0,13.71,0.45,Suburban,Mobile,Free,yes
70.0,85440.0,70.04,7.0,7.25,0.1,Suburban,Mobile,Silver,yes
18.0,112324.0,27.82,7.0,3.73,1.0,Rural,Mobile,Free,no
18.0,107079.0,54.87,4.0,0.5,0.72,Suburban,Desktop,Free,no
18.0,103137.0,44.61,7.0,0.5,0.84,Suburban,Tablet,Free,no
30.0,20000.0,40.02,3.0,0.5,0.0,Urban,Desktop,Free,no
53.0,89949.0,96.86,4.0,15.86,0.01,Rural,Desktop,Free,yes
20.0,21094.0,25.29,7.0,6.15,0.56,Urban,Mobile,Silver,no
50.0,48166.0,96.93,3.0,0.81,0.0,Suburban,Desktop,Free,no
31.0,32463.0,2.4,7.0,18.89,1.0,Suburban,Desktop,Silver,yes
18.0,20000.0,50.9,3.0,0.5,0.0,Suburban,Mobile,Free,no
47.0,34643.0,69.66,2.0,0.5,0.0,Urban,Mobile,Platinum,no
30.0,79569.0,53.81,4.0,0.5,0.22,Urban,Mobile,Silver,no
22.0,85035.0,26.59,6.0,0.75,0.98,Urban,Mobile,Free,no
38.0,81003.0,98.7,2.0,9.16,0.0,Urban,Desktop,Free,no
18.0,28457.0,32.43,4.0,8.73,0.66,Suburban,Desktop,Free,no
31.0,73996.0,45.42,5.0,0.5,0.4,Suburban,Mobile,Free,no
44.0,94158.0,40.55,8.0,5.82,0.87,Suburban,Desktop,Gold,no
43.0,99460.0,100.0,7.0,17.4,0.11,Urban,Desktop,Silver,yes
27.0,67175.0,25.05,5.0,0.5,0.73,Urban,Desktop,Silver,no
18.0,32472.0,23.13,4.0,5.13,0.7,Urban,Desktop,Silver,yes
22.0,20000.0,0.0,8.0,18.89,1.0,Suburban,Desktop,Free,yes
18.0,44531.0,44.89,3.0,9.58,0.54,Rural,Desktop,Platinum,no
19.0,92411.0,28.16,2.0,2.43,1.0,Rural,Mobile,Silver,no
41.0,67939.0,20.46,3.0,2.41,0.91,Urban,Mobile,Free,no
18.0,29459.0,56.26,6.0,6.15,0.03,Urban,Mobile,Silver,no
22.0,20000.0,0.0,6.0,3.52,1.0,Suburban,Tablet,Silver,yes
23.0,40172.0,47.13,9.0,8.34,0.38,Suburban,Tablet,Free,no
20.0,44235.0,30.73,5.0,10.09,0.82,Urban,Mobile,Free,no
18.0,117327.0,37.39,4.0,2.86,1.0,Suburban,Desktop,Free,no
22.0,26899.0,21.12,5.0,7.06,0.72,Suburban,Mobile,Free,yes
21.0,20000.0,2.39,1.0,0.5,0.31,Suburban,Mobile,Free,no
50.0,162098.0,100.0,1.0,21.43,0.68,Suburban,Tablet,Free,yes
30.0,108550.0,36.14,5.0,3.99,1.0,Suburban,Mobile,Free,no
22.0,20000.0,6.9,7.0,3.49,0.75,Rural,Desktop,Silver,no
50.0,99959.0,63.71,3.0,5.21,0.42,Urban,Mobile,Silver,yes
70.0,51716.0,100.0,7.0,21.8,0.0,Suburban,Desktop,Gold,yes
38.0,20000.0,48.52,9.0,0.5,0.0,Urban,Mobile,Free,no
40.0,108344.0,55.2,3.0,5.74,0.74,Urban,Mobile,Free,no
40.0,87344.0,43.72,2.0,4.19,0.7,Suburban,Mobile,Free,no
29.0,28673.0,25.81,6.0,5.35,0.56,Suburban,Tablet,Free,no
18.0,119770.0,36.0,3.0,4.95,1.0,Suburban,Mobile,Gold,no
39.0,83068.0,100.0,5.0,19.25,0.0,Urban,Desktop,Free,yes
18.0,118884.0,35.45,7.0,2.26,1.0,Rural,Desktop,Silver,no
50.0,20000.0,88.32,2.0,0.5,0.0,Urban,Mobile,Free,no
70.0,59485.0,86.27,8.0,12.35,0.0,Urban,Mobile,Free,yes
25.0,23788.0,65.28,6.0,0.72,0.0,Rural,Desktop,Free,no
27.0,168875.0,100.0,7.0,21.03,0.86,Suburban,Tablet,Free,yes
24.0,20000.0,40.19,3.0,0.5,0.0,Suburban,Mobile,Free,no
46.0,102785.0,99.34,2.0,17.13,0.16,Suburban,Mobile,Free,yes
18.0,20000.0,26.92,6.0,8.23,0.6,Urban,Desktop,Free,yes
